City,Date,PM2.5,PM10,NO2,NH3,SO2,CO,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Region
Delhi,2015-06-17,78.3,131.55,36.83,23.1,11.24,0.94,42.61,3.55,6.17,1.75,160.0,Moderate,North
Delhi,2015-06-18,57.8,108.16,,20.58,7.0,1.61,17.7,2.51,,2.16,96.0,Satisfactory,North
Delhi,2015-06-19,71.3,120.44,21.24,,6.26,1.87,22.63,5.75,1.82,2.04,136.0,Moderate,North
Delhi,2015-06-20,62.6,108.97,25.08,4.19,9.0,1.96,17.0,2.32,9.1,1.27,107.0,Moderate,North
Delhi,2015-06-21,70.1,86.75,31.46,14.97,6.0,1.45,17.82,1.77,8.88,0.51,132.0,Moderate,North
Delhi,2015-06-22,,161.95,35.2,38.01,20.17,2.23,22.56,2.75,,2.46,207.0,Poor,North
Delhi,2015-06-23,76.5,168.2,32.93,11.28,9.77,,13.5,2.73,5.65,2.1,154.0,Moderate,North
Delhi,2015-06-24,72.0,194.5,36.93,11.36,13.88,,21.61,3.21,6.56,2.71,139.0,Moderate,North
Delhi,2015-06-25,66.4,133.21,25.27,14.34,14.35,1.85,43.64,5.24,4.17,1.79,120.0,Moderate,North
Delhi,2015-06-26,60.7,118.43,23.25,10.77,5.98,1.36,12.14,3.26,,3.79,500.0,Severe,North
Delhi,2015-06-27,70.5,133.85,18.43,,13.01,1.53,10.78,2.56,3.47,,133.0,Moderate,North
Delhi,2015-06-28,87.6,166.99,13.25,13.65,14.42,2.38,41.94,0.82,9.9,2.92,192.0,Moderate,North
Delhi,2015-06-29,53.5,118.13,26.02,12.66,,1.13,18.14,1.95,4.67,1.08,89.0,Satisfactory,North
Delhi,2015-06-30,75.5,178.02,31.75,17.23,12.17,0.75,35.08,2.95,9.0,2.91,151.0,Moderate,North
Delhi,2015-07-01,49.2,76.56,23.93,12.77,8.14,0.99,24.3,2.72,7.01,,82.0,Satisfactory,North
Delhi,2015-07-02,47.0,115.83,27.91,14.58,5.07,1.32,24.63,3.12,3.33,1.08,78.0,Satisfactory,North
Delhi,2015-07-03,85.7,191.05,28.1,25.06,16.08,2.06,36.36,2.95,16.7,1.22,185.0,Moderate,North
Delhi,2015-07-04,67.4,126.86,31.8,8.21,4.84,0.52,22.64,1.11,5.54,1.98,123.0,Moderate,North
Delhi,2015-07-05,66.6,129.36,23.81,17.67,10.29,1.05,,3.24,7.79,0.44,120.0,Moderate,North
Delhi,2015-07-06,84.0,155.4,51.7,28.54,14.43,2.06,30.01,4.28,8.19,2.44,179.0,Moderate,North
Delhi,2015-07-07,86.8,175.59,33.4,14.48,8.49,0.92,43.72,6.14,16.66,0.42,189.0,Moderate,North
Delhi,2015-07-08,84.7,226.99,34.12,22.68,3.93,2.14,18.97,3.6,2.95,,182.0,Moderate,North
Delhi,2015-07-09,245.4,,28.85,8.13,12.53,1.71,13.11,4.16,,1.06,396.0,Very Poor,North
Delhi,2015-07-10,67.2,172.49,,16.8,12.76,1.03,26.56,,6.2,2.13,,,North
Delhi,2015-07-11,64.1,129.7,28.23,,12.05,0.11,16.02,3.11,5.47,0.38,112.0,Moderate,North
Delhi,2015-07-12,59.9,129.82,12.03,17.72,7.79,0.77,15.22,1.08,8.28,1.81,,,North
Delhi,2015-07-13,51.5,106.83,18.36,18.57,4.23,1.78,19.8,0.96,4.19,0.8,86.0,Satisfactory,North
Delhi,2015-07-14,57.4,128.63,18.1,5.16,7.76,0.62,15.65,1.32,4.08,2.98,96.0,Satisfactory,North
Delhi,2015-07-15,75.2,172.31,19.02,15.72,12.62,1.22,39.98,1.35,7.66,1.38,149.0,Moderate,North
Delhi,2015-07-16,76.6,153.09,32.51,18.51,8.88,2.05,32.74,2.87,7.23,2.79,154.0,Moderate,North
Delhi,2015-07-17,,150.26,33.28,27.96,5.9,2.05,6.75,3.05,14.25,2.31,136.0,Moderate,North
Delhi,2015-07-18,76.7,132.01,29.9,15.67,7.37,1.39,27.45,1.67,4.86,,155.0,Moderate,North
Delhi,2015-07-19,,161.95,32.61,,10.89,1.77,29.63,2.53,6.03,3.71,165.0,Moderate,North
Delhi,2015-07-20,68.4,136.13,34.51,19.14,5.43,2.14,25.68,1.33,,2.34,126.0,Moderate,North
Delhi,2015-07-21,57.6,161.14,30.51,14.92,13.98,1.41,,1.58,8.5,1.85,96.0,Satisfactory,North
Delhi,2015-07-22,74.8,145.7,35.13,19.04,6.22,0.98,35.76,0.0,9.56,1.48,148.0,Moderate,North
Delhi,2015-07-23,92.2,188.76,48.89,21.13,14.96,2.64,29.32,,5.97,2.75,205.0,Poor,North
Delhi,2015-07-24,87.2,211.67,58.65,17.47,7.03,1.43,,4.16,10.67,0.99,190.0,Moderate,North
Delhi,2015-07-25,85.2,130.58,42.48,34.95,12.74,1.99,22.66,0.52,6.17,0.85,183.0,Moderate,North
Delhi,2015-07-26,55.4,130.99,22.89,13.64,6.55,1.05,25.46,1.81,6.83,1.1,92.0,Satisfactory,North
Delhi,2015-07-27,70.4,122.79,16.2,16.87,11.2,,27.09,2.81,0.25,0.99,133.0,Moderate,North
Delhi,2015-07-28,80.7,188.67,26.12,21.98,17.09,2.33,30.27,2.48,6.77,2.59,168.0,Moderate,North
Delhi,2015-07-29,78.0,188.55,,25.25,12.56,2.25,40.99,1.94,1.7,3.59,159.0,Moderate,North
Delhi,2015-07-30,,129.61,29.51,25.28,11.11,1.56,48.04,1.63,5.92,2.27,162.0,Moderate,North
Delhi,2015-07-31,80.9,192.19,,22.3,,1.75,32.36,3.31,10.39,2.92,169.0,Moderate,North
Delhi,2015-08-01,83.4,157.65,25.72,18.8,10.95,,,2.11,9.87,2.83,177.0,Moderate,North
Delhi,2015-08-02,77.3,196.18,27.08,18.75,7.39,1.38,,3.54,8.79,2.78,157.0,Moderate,North
Delhi,2015-08-03,74.9,157.23,57.1,21.77,8.74,1.39,18.19,4.15,7.32,2.07,148.0,Moderate,North
Delhi,2015-08-04,75.5,185.19,27.08,13.3,12.7,2.09,33.37,1.87,11.53,1.23,151.0,Moderate,North
Delhi,2015-08-05,69.4,131.68,41.85,21.48,13.12,2.23,,,5.42,1.25,130.0,Moderate,North
Delhi,2015-08-06,65.1,120.55,27.39,,11.34,1.55,30.26,3.12,9.68,1.38,115.0,Moderate,North
Delhi,2015-08-07,106.5,243.63,25.89,19.36,6.49,2.5,39.51,3.28,23.74,3.53,254.0,Poor,North
Delhi,2015-08-08,87.4,141.3,25.37,19.53,12.29,0.77,26.89,2.92,7.85,1.15,191.0,Moderate,North
Delhi,2015-08-09,,128.1,,18.29,12.8,1.27,18.98,2.78,8.88,1.21,132.0,Moderate,North
Delhi,2015-08-10,88.9,225.43,53.53,35.46,9.67,2.09,34.84,3.32,7.37,0.59,196.0,Moderate,North
Delhi,2015-08-11,79.4,155.34,36.93,15.74,7.62,1.99,,3.91,18.44,2.35,164.0,Moderate,North
Delhi,2015-08-12,85.3,158.02,26.32,32.7,9.0,1.37,32.74,3.19,5.93,1.88,184.0,Moderate,North
Delhi,2015-08-13,96.2,186.84,28.51,32.07,17.59,1.83,,2.49,10.97,3.96,219.0,Poor,North
Delhi,2015-08-14,,140.32,34.2,4.78,13.66,0.97,28.41,2.79,11.2,2.13,112.0,Moderate,North
Delhi,2015-08-15,45.4,75.27,18.17,9.45,7.03,1.12,18.72,1.36,0.76,0.78,75.0,Satisfactory,North
Delhi,2015-08-16,85.7,134.65,38.37,24.1,11.87,,13.89,5.25,6.43,,185.0,Moderate,North
Delhi,2015-08-17,97.9,216.73,56.83,27.56,17.72,2.54,48.82,7.73,16.45,0.53,224.0,Poor,North
Delhi,2015-08-18,86.9,224.91,,19.7,19.08,2.6,68.76,2.25,7.85,1.91,189.0,Moderate,North
Delhi,2015-08-19,73.7,141.07,10.37,16.66,12.98,1.47,50.97,2.89,13.63,2.17,144.0,Moderate,North
Delhi,2015-08-20,93.2,214.71,56.95,24.65,17.07,2.42,,4.3,21.88,2.1,209.0,Poor,North
Delhi,2015-08-21,87.7,230.43,51.29,22.89,2.27,2.37,3.84,5.68,11.05,3.42,,,North
Delhi,2015-08-22,68.6,,,15.02,7.54,1.4,47.95,3.13,10.05,2.16,127.0,Moderate,North
Delhi,2015-08-23,104.3,190.33,19.62,21.75,17.76,1.47,32.13,2.38,17.38,3.17,246.0,Poor,North
Delhi,2015-08-24,92.5,223.45,41.69,25.47,8.44,0.74,38.23,4.13,16.71,4.29,206.0,Poor,North
Delhi,2015-08-25,106.7,200.54,44.28,31.74,31.4,3.61,60.25,3.44,7.52,3.87,255.0,Poor,North
Delhi,2015-08-26,67.1,142.92,29.64,25.77,9.16,,31.43,1.79,8.0,1.67,122.0,Moderate,North
Delhi,2015-08-27,79.9,197.61,22.43,17.56,15.46,1.53,11.11,,14.08,2.03,166.0,Moderate,North
Delhi,2015-08-28,54.7,133.68,14.56,15.54,5.88,0.83,17.56,,4.54,1.84,91.0,Satisfactory,North
Delhi,2015-08-29,,168.43,32.36,13.66,7.22,,28.93,2.18,0.0,1.26,160.0,Moderate,North
Delhi,2015-08-30,,166.3,,8.98,13.18,,16.66,1.7,9.1,0.0,137.0,Moderate,North
Delhi,2015-08-31,57.2,120.99,36.08,12.92,9.23,1.79,41.07,1.65,6.64,2.84,95.0,Satisfactory,North
Delhi,2015-09-01,62.7,160.05,21.28,16.82,8.96,1.05,14.85,2.75,10.63,1.53,107.0,Moderate,North
Delhi,2015-09-02,88.0,211.2,30.32,27.96,17.67,3.67,29.16,2.73,13.86,,193.0,Moderate,North
Delhi,2015-09-03,79.0,164.05,40.81,15.44,10.55,1.9,43.09,2.24,1.58,0.09,162.0,Moderate,North
Delhi,2015-09-04,68.0,120.69,,11.37,8.0,1.22,21.85,4.23,10.33,1.78,125.0,Moderate,North
Delhi,2015-09-05,81.1,142.48,33.94,21.07,7.34,1.63,5.04,2.95,,1.54,170.0,Moderate,North
Delhi,2015-09-06,118.1,192.5,48.15,25.82,15.11,2.27,40.82,5.41,19.02,2.61,293.0,Poor,North
Delhi,2015-09-07,102.7,202.99,,,22.13,4.0,38.08,0.05,9.05,4.31,241.0,Poor,North
Delhi,2015-09-08,99.0,227.02,56.42,29.49,22.03,2.96,62.13,4.49,16.31,2.18,228.0,Poor,North
Delhi,2015-09-09,80.8,224.29,,26.08,13.15,1.56,31.65,5.19,11.82,0.3,169.0,Moderate,North
Delhi,2015-09-10,87.6,245.45,37.74,10.48,22.73,2.47,33.22,2.85,15.25,1.66,192.0,Moderate,North
Delhi,2015-09-11,,264.51,53.44,30.04,16.21,,,1.17,16.53,3.79,,,North
Delhi,2015-09-12,100.3,199.89,35.67,27.4,13.08,,29.09,6.35,,2.77,233.0,Poor,North
Delhi,2015-09-13,64.8,119.76,22.35,5.36,,,3.44,2.96,10.61,2.5,114.0,Moderate,North
Delhi,2015-09-14,99.5,221.4,60.3,38.92,21.68,1.67,41.93,4.65,,3.19,,,North
Delhi,2015-09-15,132.5,320.98,82.51,36.35,,3.46,34.82,2.93,24.34,5.81,310.0,Very Poor,North
Delhi,2015-09-16,77.8,196.79,34.61,22.28,14.08,2.36,31.33,4.96,10.36,2.65,158.0,Moderate,North
Delhi,2015-09-17,81.0,236.84,41.16,25.55,5.52,1.43,47.2,3.56,1.31,3.2,169.0,Moderate,North
Delhi,2015-09-18,86.5,231.53,38.48,23.86,19.05,1.48,20.33,3.07,13.88,0.75,188.0,Moderate,North
Delhi,2015-09-19,67.5,142.45,22.17,13.16,3.13,1.07,22.31,3.17,4.38,2.73,123.0,Moderate,North
Delhi,2015-09-20,85.1,143.5,45.57,20.0,9.11,,43.48,4.68,5.35,1.84,183.0,Moderate,North
Delhi,2015-09-21,99.3,186.95,44.54,25.85,21.67,3.16,33.62,,15.09,1.83,229.0,Poor,North
Delhi,2015-09-22,108.7,237.14,37.48,20.16,25.55,2.43,70.23,3.26,14.39,6.21,262.0,Poor,North
Delhi,2015-09-23,80.1,126.65,48.18,15.66,12.41,1.55,34.6,1.79,8.61,2.55,166.0,Moderate,North
Delhi,2015-09-24,81.5,161.22,33.87,12.11,10.84,1.98,26.71,2.79,9.45,1.42,171.0,Moderate,North
Delhi,2015-09-25,112.7,302.69,45.32,33.56,16.11,,71.48,5.4,2.66,3.6,275.0,Poor,North
Delhi,2015-09-26,123.3,223.84,59.53,21.6,7.85,2.56,12.15,3.64,19.36,0.12,303.0,Very Poor,North
Delhi,2015-09-27,78.1,124.06,29.74,15.37,15.43,2.0,31.03,2.76,9.15,0.98,160.0,Moderate,North
Delhi,2015-09-28,117.9,217.16,64.87,41.57,19.76,2.61,53.36,0.0,15.67,,293.0,Poor,North
Delhi,2015-09-29,101.9,249.03,45.49,17.43,15.11,2.43,41.56,4.26,17.5,1.21,238.0,Poor,North
Delhi,2015-09-30,106.8,281.58,27.51,29.25,13.24,2.22,26.57,3.85,22.84,1.02,255.0,Poor,North
Delhi,2015-10-01,82.2,146.22,53.57,18.41,12.71,1.69,19.95,2.87,20.26,3.63,173.0,Moderate,North
Delhi,2015-10-02,88.7,215.11,31.98,10.77,18.78,2.8,49.08,2.73,9.6,3.17,196.0,Moderate,North
Delhi,2015-10-03,112.9,199.58,25.99,25.81,20.63,1.44,46.99,4.3,15.02,3.58,276.0,Poor,North
Delhi,2015-10-04,92.9,132.15,31.13,26.0,9.98,1.46,8.36,5.51,12.67,2.84,207.0,Poor,North
Delhi,2015-10-05,125.4,301.17,53.58,31.01,16.64,5.25,59.79,3.87,17.75,1.61,304.0,Very Poor,North
Delhi,2015-10-06,136.6,271.96,69.94,46.88,24.18,3.29,53.51,5.19,11.84,2.75,313.0,Very Poor,North
Delhi,2015-10-07,137.0,297.8,50.08,30.1,29.6,3.85,65.4,4.72,20.16,2.42,313.0,Very Poor,North
Delhi,2015-10-08,103.8,262.67,57.53,19.03,11.34,2.51,68.41,0.56,13.66,0.84,245.0,Poor,North
Delhi,2015-10-09,97.0,202.7,39.5,21.19,15.17,1.91,15.7,5.11,15.2,3.59,222.0,Poor,North
Delhi,2015-10-10,79.6,156.32,36.01,12.16,10.59,1.53,45.86,4.93,1.99,3.96,165.0,Moderate,North
Delhi,2015-10-11,92.6,199.59,44.51,14.36,14.4,1.78,37.51,3.39,,2.12,207.0,Poor,North
Delhi,2015-10-12,108.2,278.45,56.38,34.31,12.95,,32.62,3.04,17.14,4.19,260.0,Poor,North
Delhi,2015-10-13,109.1,292.94,66.64,30.44,12.13,3.76,41.52,,10.82,1.58,263.0,Poor,North
Delhi,2015-10-14,83.1,201.06,30.4,41.43,8.03,1.21,39.02,5.47,10.0,,176.0,Moderate,North
Delhi,2015-10-15,75.9,150.74,25.27,8.52,12.33,0.58,13.95,,5.56,2.37,152.0,Moderate,North
Delhi,2015-10-16,120.8,302.68,65.28,42.15,18.83,3.08,56.74,5.01,11.6,2.62,500.0,Severe,North
Delhi,2015-10-17,100.3,200.34,37.88,17.76,10.22,,,,6.1,3.11,233.0,Poor,North
Delhi,2015-10-18,108.6,160.93,52.71,20.13,12.34,2.19,52.44,3.63,4.97,3.05,261.0,Poor,North
Delhi,2015-10-19,113.1,320.67,51.44,9.69,19.85,4.19,71.9,8.04,7.16,4.28,276.0,Poor,North
Delhi,2015-10-20,110.5,252.47,34.28,23.18,13.16,3.28,56.91,4.85,5.07,2.43,268.0,Poor,North
Delhi,2015-10-21,112.7,281.51,66.37,38.58,,0.47,,7.21,10.8,1.83,275.0,Poor,North
Delhi,2015-10-22,172.7,454.1,79.06,40.95,25.7,4.32,110.46,8.02,26.81,7.12,341.0,Very Poor,North
Delhi,2015-10-23,107.7,264.95,45.39,6.86,4.29,1.75,,4.42,,5.53,258.0,Poor,North
Delhi,2015-10-24,107.7,201.4,,18.54,14.42,1.11,55.81,2.47,20.49,2.34,258.0,Poor,North
Delhi,2015-10-25,169.0,314.98,64.87,30.81,23.35,3.68,38.46,5.29,12.19,8.03,338.0,Very Poor,North
Delhi,2015-10-26,143.4,390.32,62.05,40.18,12.02,2.91,60.63,9.58,18.45,6.31,318.0,Very Poor,North
Delhi,2015-10-27,166.0,456.38,74.41,74.1,21.49,2.99,33.4,13.26,26.58,3.59,336.0,Very Poor,North
Delhi,2015-10-28,186.1,453.59,126.26,25.91,,3.75,15.28,10.72,19.12,6.63,351.0,Very Poor,North
Delhi,2015-10-29,220.8,462.1,89.88,59.45,46.35,4.29,64.38,12.71,30.23,,378.0,Very Poor,North
Delhi,2015-10-30,123.2,333.5,61.67,24.7,18.07,2.89,62.17,1.87,8.96,3.64,303.0,Very Poor,North
Delhi,2015-10-31,158.2,322.62,,38.7,28.99,3.61,55.35,5.02,,3.37,330.0,Very Poor,North
Delhi,2015-11-01,201.3,371.4,60.54,37.92,28.57,3.56,,8.24,28.03,7.62,,,North
Delhi,2015-11-02,197.1,374.49,69.41,50.07,25.89,3.04,63.28,6.04,16.09,4.31,359.0,Very Poor,North
Delhi,2015-11-03,206.2,469.3,151.79,56.35,28.9,4.83,88.67,9.62,46.67,3.1,366.0,Very Poor,North
Delhi,2015-11-04,199.9,455.44,55.22,63.98,45.01,3.47,77.66,1.74,10.14,7.92,362.0,Very Poor,North
Delhi,2015-11-05,161.3,297.13,77.59,35.36,21.01,4.61,33.67,3.73,20.18,6.23,332.0,Very Poor,North
Delhi,2015-11-06,218.9,435.49,122.94,43.52,55.97,3.38,130.73,6.01,48.81,7.37,376.0,Very Poor,North
Delhi,2015-11-07,148.7,257.37,68.72,43.23,19.22,3.0,64.23,5.22,6.18,,322.0,Very Poor,North
Delhi,2015-11-08,192.7,,104.61,52.53,28.11,4.69,46.83,5.95,12.05,1.6,356.0,Very Poor,North
Delhi,2015-11-09,199.0,452.0,106.1,60.21,33.68,5.43,76.28,9.2,15.67,6.13,361.0,Very Poor,North
Delhi,2015-11-10,213.5,424.45,98.41,45.13,27.17,3.31,125.43,12.32,31.02,,372.0,Very Poor,North
Delhi,2015-11-11,186.8,600.66,80.17,52.29,25.09,4.86,97.22,6.91,39.34,,352.0,Very Poor,North
Delhi,2015-11-12,205.8,392.78,103.43,51.35,25.27,3.69,166.03,7.07,8.29,3.48,366.0,Very Poor,North
Delhi,2015-11-13,197.2,471.5,102.16,61.67,23.82,,,5.55,13.54,2.08,359.0,Very Poor,North
Delhi,2015-11-14,240.4,498.34,115.7,53.77,40.55,2.26,,8.61,30.66,,393.0,Very Poor,North
Delhi,2015-11-15,168.2,244.96,53.47,43.47,27.69,1.97,33.88,3.76,14.04,1.19,337.0,Very Poor,North
Delhi,2015-11-16,,298.77,71.67,25.89,23.08,4.75,28.82,,26.36,3.17,326.0,Very Poor,North
Delhi,2015-11-17,,488.66,79.1,65.17,33.78,3.95,87.51,8.4,32.14,3.55,353.0,Very Poor,North
Delhi,2015-11-18,214.2,468.95,114.6,38.56,45.3,5.71,39.53,12.89,50.25,8.36,373.0,Very Poor,North
Delhi,2015-11-19,270.5,,71.96,31.42,45.97,5.21,66.9,10.25,40.42,1.92,409.0,Severe,North
Delhi,2015-11-20,,542.71,66.61,65.64,25.94,5.45,112.36,10.41,33.01,2.21,362.0,Very Poor,North
Delhi,2015-11-21,264.6,433.42,108.96,63.0,41.04,5.79,58.1,3.44,36.64,6.39,406.0,Severe,North
Delhi,2015-11-22,269.0,502.01,,76.69,31.05,5.9,,15.52,16.2,4.94,408.0,Severe,North
Delhi,2015-11-23,229.8,424.64,113.19,88.64,29.69,6.01,0.0,,23.1,3.53,384.0,Very Poor,North
Delhi,2015-11-24,272.3,572.26,118.38,62.78,13.98,,,0.54,,5.66,409.0,Severe,North
Delhi,2015-11-25,,745.92,118.52,109.48,34.97,9.23,53.87,17.5,28.94,3.82,422.0,Severe,North
Delhi,2015-11-26,223.6,514.82,89.17,67.81,27.77,6.21,102.65,8.48,20.97,,380.0,Very Poor,North
Delhi,2015-11-27,258.4,747.66,145.18,86.85,83.88,6.98,120.31,13.27,16.51,5.23,404.0,Severe,North
Delhi,2015-11-28,215.8,444.78,79.83,49.67,39.51,5.4,66.91,5.0,32.43,6.61,374.0,Very Poor,North
Delhi,2015-11-29,588.1,305.1,68.64,46.46,29.8,3.68,69.72,5.81,11.81,3.27,500.0,Severe,North
Delhi,2015-11-30,242.8,533.84,58.4,55.61,38.63,,,11.55,14.62,1.17,394.0,Very Poor,North
Delhi,2015-12-01,228.9,563.87,148.09,73.48,,4.98,98.44,9.64,33.28,3.22,384.0,Very Poor,North
Delhi,2015-12-02,249.3,,136.83,49.15,34.19,1.1,73.05,7.43,15.78,7.02,399.0,Very Poor,North
Delhi,2015-12-03,,359.47,117.98,46.15,44.91,3.54,97.11,8.37,32.71,6.8,397.0,Very Poor,North
Delhi,2015-12-04,239.1,406.69,68.62,51.28,37.2,4.57,116.58,8.15,15.83,5.35,392.0,Very Poor,North
Delhi,2015-12-05,263.0,518.07,149.47,46.45,33.97,5.9,86.36,6.75,7.92,4.33,406.0,Severe,North
Delhi,2015-12-06,205.5,286.04,63.67,31.15,32.82,4.82,43.49,6.01,3.35,3.42,366.0,Very Poor,North
Delhi,2015-12-07,275.1,683.29,102.87,94.11,20.15,4.03,137.76,18.8,39.34,7.01,411.0,Severe,North
Delhi,2015-12-08,156.4,240.85,,36.31,14.96,3.73,63.82,8.69,19.43,6.57,,,North
Delhi,2015-12-09,260.9,566.63,150.3,47.92,80.79,6.79,,12.58,56.31,9.47,405.0,Severe,North
Delhi,2015-12-10,186.6,499.14,,50.07,16.07,,53.81,7.6,19.04,9.52,351.0,Very Poor,North
Delhi,2015-12-11,358.5,797.71,165.71,82.76,77.57,7.56,116.24,20.14,31.78,9.14,444.0,Severe,North
Delhi,2015-12-12,190.3,395.14,109.28,51.14,38.13,2.82,69.03,3.63,16.98,5.83,,,North
Delhi,2015-12-13,272.6,403.53,70.76,35.28,42.36,8.78,139.6,1.33,44.44,8.84,410.0,Severe,North
Delhi,2015-12-14,194.4,410.13,112.69,58.9,16.43,5.38,10.99,6.82,34.4,5.1,357.0,Very Poor,North
Delhi,2015-12-15,246.6,617.77,139.56,89.33,50.25,7.64,124.38,10.77,,5.65,397.0,Very Poor,North
Delhi,2015-12-16,213.1,403.41,90.11,59.41,50.0,4.92,,12.35,22.33,7.19,372.0,Very Poor,North
Delhi,2015-12-17,262.1,694.02,138.19,43.8,43.19,9.16,94.8,12.28,38.19,3.28,405.0,Severe,North
Delhi,2015-12-18,300.9,525.95,115.49,103.48,52.8,6.4,138.31,11.42,35.4,,,,North
Delhi,2015-12-19,240.7,454.95,85.84,27.89,21.64,7.04,92.08,3.23,7.35,5.02,,,North
Delhi,2015-12-20,356.6,651.14,182.99,87.13,55.09,4.25,162.55,10.04,49.24,4.67,,,North
Delhi,2015-12-21,288.6,671.58,126.27,84.15,40.83,5.44,184.86,16.57,22.21,9.64,416.0,Severe,North
Delhi,2015-12-22,243.5,442.42,139.4,30.94,50.3,5.26,86.91,11.25,35.93,3.71,395.0,Very Poor,North
Delhi,2015-12-23,318.7,716.36,99.48,78.65,73.76,11.21,159.97,5.77,45.52,11.81,428.0,Severe,North
Delhi,2015-12-24,320.5,791.65,159.06,81.51,39.35,3.23,,13.55,46.9,2.76,429.0,Severe,North
Delhi,2015-12-25,317.6,918.31,,81.06,54.91,11.96,73.15,13.52,23.79,6.0,,,North
Delhi,2015-12-26,283.1,639.36,158.81,70.99,32.6,9.84,77.81,6.97,5.67,10.63,414.0,Severe,North
Delhi,2015-12-27,336.7,861.87,84.98,106.96,45.74,8.32,38.05,18.54,45.34,7.3,435.0,Severe,North
Delhi,2015-12-28,321.1,628.19,124.95,71.88,17.61,9.46,,8.57,43.46,7.24,429.0,Severe,North
Delhi,2015-12-29,,612.01,108.38,104.57,46.62,11.49,,6.95,55.52,10.46,423.0,Severe,North
Delhi,2015-12-30,327.4,852.82,124.66,81.88,48.01,4.69,114.23,20.45,42.4,2.78,431.0,Severe,North
Delhi,2015-12-31,209.1,577.38,92.97,43.8,29.48,2.72,127.94,6.71,39.51,5.58,,,North
Delhi,2016-01-01,366.3,840.71,202.22,115.79,69.61,9.47,129.55,26.6,25.37,9.54,447.0,Severe,North
Delhi,2016-01-02,292.8,583.31,101.1,70.83,36.54,3.06,97.45,4.9,6.39,6.91,418.0,Severe,North
Delhi,2016-01-03,318.4,,140.61,29.57,22.11,10.08,61.34,13.46,21.88,7.32,428.0,Severe,North
Delhi,2016-01-04,259.9,622.75,122.3,58.49,25.64,6.57,52.19,12.09,66.35,11.32,405.0,Severe,North
Delhi,2016-01-05,331.9,,77.82,52.06,75.02,,93.23,11.98,20.27,3.34,433.0,Severe,North
Delhi,2016-01-06,,558.48,108.14,58.07,53.83,,105.64,14.43,31.95,6.53,417.0,Severe,North
Delhi,2016-01-07,319.8,777.63,140.16,85.16,36.24,5.55,163.1,14.97,45.08,9.48,428.0,Severe,North
Delhi,2016-01-08,297.7,726.64,167.12,98.56,44.8,9.86,126.71,14.91,39.25,8.7,420.0,Severe,North
Delhi,2016-01-09,256.4,532.4,,50.3,34.85,,68.42,14.41,17.78,4.32,,,North
Delhi,2016-01-10,211.3,351.87,46.82,55.56,55.48,3.74,23.35,9.84,14.14,7.7,370.0,Very Poor,North
Delhi,2016-01-11,281.1,562.32,122.2,89.69,40.36,5.6,100.9,,38.76,0.78,,,North
Delhi,2016-01-12,272.6,671.09,133.43,83.43,41.56,8.62,145.64,12.77,45.21,9.75,,,North
Delhi,2016-01-13,273.0,481.66,137.26,82.6,58.84,4.59,67.86,,30.92,0.41,410.0,Severe,North
Delhi,2016-01-14,316.5,505.14,109.98,115.67,80.91,4.71,107.18,12.58,66.72,,427.0,Severe,North
Delhi,2016-01-15,271.1,738.22,111.78,85.75,20.42,6.02,35.54,5.55,43.69,,409.0,Severe,North
Delhi,2016-01-16,279.5,466.0,102.12,67.34,49.8,1.18,61.82,9.93,26.56,7.42,412.0,Severe,North
Delhi,2016-01-17,310.7,556.91,104.33,63.6,57.76,4.82,100.4,,52.59,5.83,425.0,Severe,North
Delhi,2016-01-18,347.4,909.59,155.54,84.61,47.95,7.5,181.77,14.96,44.95,3.95,439.0,Severe,North
Delhi,2016-01-19,244.5,714.08,106.3,48.79,57.25,6.21,117.41,8.94,24.5,5.82,396.0,Very Poor,North
Delhi,2016-01-20,222.2,484.55,108.58,89.84,35.7,1.56,,19.35,,3.43,379.0,Very Poor,North
Delhi,2016-01-21,326.9,642.14,98.41,76.12,52.64,3.35,,12.81,31.23,10.18,431.0,Severe,North
Delhi,2016-01-22,230.6,564.26,73.88,89.51,14.37,3.63,104.96,15.73,30.81,7.68,385.0,Very Poor,North
Delhi,2016-01-23,295.7,469.91,100.34,41.59,21.66,6.59,53.98,11.21,12.18,7.5,419.0,Severe,North
Delhi,2016-01-24,268.4,610.55,112.2,81.3,26.18,,54.06,7.24,23.54,3.78,408.0,Severe,North
Delhi,2016-01-25,229.5,399.63,43.34,40.76,43.66,2.79,40.52,16.16,19.16,6.92,384.0,Very Poor,North
Delhi,2016-01-26,327.1,794.7,92.19,79.15,22.13,,46.18,6.74,20.35,2.14,431.0,Severe,North
Delhi,2016-01-27,363.8,1096.13,145.84,57.12,12.32,7.89,123.93,10.03,46.8,11.33,446.0,Severe,North
Delhi,2016-01-28,308.9,650.22,101.83,96.35,48.39,9.15,158.53,4.34,12.81,5.0,424.0,Severe,North
Delhi,2016-01-29,235.8,580.16,116.71,81.53,41.89,5.86,136.1,11.14,28.43,10.67,389.0,Very Poor,North
Delhi,2016-01-30,296.4,531.37,,79.32,56.32,5.81,149.66,1.12,28.74,6.42,419.0,Severe,North
Delhi,2016-01-31,251.7,641.78,95.72,48.81,33.67,2.0,58.07,12.03,17.94,3.26,401.0,Severe,North
Delhi,2016-02-01,356.7,946.8,183.28,80.08,50.98,6.33,83.76,7.37,30.13,4.48,443.0,Severe,North
